OBJECTID,COLDETKEY,ST_AGE,ST_CONTRBCIR1_DESC,ST_INJRY_CLSS_DESC,ST_PARTCPNT_TYPE_DESC,ST_PED_ACT_DESC,ST_PED_WAS_USING_DESC,Incident Date,Report Number,x,y
224770381,386660,23,Improper Turn/Merge,No Injury,Motor vehicle driver,,,6/2/2025,EF98806,-122.3762283,47.66981263
224770382,386660,51,None,No Injury,Motor vehicle driver,,,6/2/2025,EF98806,-122.3762283,47.66981263
224770383,386517,,Did not Grant Right of Way to Vehicle,Unknown,Motor vehicle driver,,,5/13/2025,EF93532,-122.2930047,47.62719705
224770384,386517,21,None,No Injury,Motor vehicle driver,,,5/13/2025,EF93532,-122.2930047,47.62719705
224770391,386331,,Other/Contributing Circ. Not Listed,,Motor vehicle driver,,,2/14/2025,EF70356,-122.3118411,47.59626971
224770392,386331,41,None,No Injury,Motor vehicle driver,,,2/14/2025,EF70356,-122.3118411,47.59626971
224770393,386442,,Other/Contributing Circ. Not Listed,Unknown,Motor vehicle driver,,,1/8/2025,EF58308,-122.3394539,47.56514366
224770397,387117,66,None,No Injury,Motor vehicle driver,,,8/3/2025,3924517,-122.3387681,47.61583113
224770398,387117,,Disregard Traffic Sign or Signal,Possible Injury,Pedal cycle driver,Riding With Traffic,Roadway,8/3/2025,3924517,-122.3387681,47.61583113
224770400,386736,,None,,Motor vehicle driver,,,3/20/2025,EF81854,-122.3861798,47.67019084
224770403,387087,29,Following Too Closely,No Injury,Motor vehicle driver,,,7/13/2025,3907858,-122.3539297,47.53369165
224770404,387087,49,None,No Injury,Motor vehicle driver,,,7/13/2025,3907858,-122.3539297,47.53369165
224770412,386434,48,Other/Contributing Circ. Not Listed,No Injury,Motor vehicle driver,,,3/9/2025,EF74680,-122.3021232,47.61002745
224770413,386434,42,None,Non Serious Injury (Evident Injury),Pedestrian,From Behind Parked Vehicle,Roadway,3/9/2025,EF74680,-122.3021232,47.61002745
224770414,386976,,Unknown Distraction,Unknown,Motor vehicle driver,,,8/14/2025,EG19396,-122.2952653,47.72109761
224770415,386976,63,None,Non Serious Injury (Evident Injury),Pedestrian,Crossing -  Non Intersection - In Crosswalk,Marked Cross Walk,8/14/2025,EG19396,-122.2952653,47.72109761
224770416,386567,,Other/Contributing Circ. Not Listed,,Motor vehicle driver,,,5/9/2025,EF95699,-122.3460821,47.66467504
224770417,386567,,,,Motor vehicle driver,,,5/9/2025,EF95699,-122.3460821,47.66467504
224770421,386178,24,Unknown Distraction,No Injury,Motor vehicle driver,,,2/4/2025,EF65029,-122.3721869,47.66866933
224770422,386178,41,None,No Injury,Motor vehicle driver,,,2/4/2025,EF65029,-122.3721869,47.66866933
224770423,386608,49,Did not Grant Right of Way to Vehicle,Possible Injury,Motor vehicle driver,,,3/4/2025,EF79754,-122.3001816,47.58100012
224770424,386608,29,None,No Injury,Motor vehicle driver,,,3/4/2025,EF79754,-122.3001816,47.58100012
224770425,386002,59,Under the Influence of Alcohol,No Injury,Motor vehicle driver,,,5/31/2025,3937276,-122.2976015,47.53899026
224770426,386002,59,None,No Injury,Motor vehicle driver,,,5/31/2025,3937276,-122.2976015,47.53899026
224770427,386725,,Other/Contributing Circ. Not Listed,Unknown,Motor vehicle driver,,,5/30/2025,EF99331,-122.2974029,47.62267185
224770431,386482,50,Did not Grant Right of Way to Non Motorist,Unknown,Motor vehicle driver,,,5/11/2025,EF93470,-122.3541186,47.62392543
224770432,386482,47,None,Non Serious Injury (Evident Injury),Pedestrian,Crossing at Intersection with Signal,Marked Cross Walk,5/11/2025,EF93470,-122.3541186,47.62392543
224770433,386097,79,Unknown Distraction,Non Serious Injury (Evident Injury),Motor vehicle driver,,,1/23/2025,EF60766,-122.3088824,47.63711118
224770434,386097,52,None,No Injury,Motor vehicle driver,,,1/23/2025,EF60766,-122.3088824,47.63711118
224770435,386097,50,,No Injury,Motor vehicle passenger,,,1/23/2025,EF60766,-122.3088824,47.63711118
224770439,386578,16,None,No Injury,Motor vehicle driver,,,5/17/2025,EF96418,-122.3146806,47.58668318
224770440,386578,,None,,Motor vehicle driver,,,5/17/2025,EF96418,-122.3146806,47.58668318
224770441,386578,,Other/Contributing Circ. Not Listed,,Motor vehicle driver,,,5/17/2025,EF96418,-122.3146806,47.58668318
224770446,386313,37,Exceeding Reasonable and Safe Speed,No Injury,Motor vehicle driver,,,2/23/2025,EF70289,-122.3347099,47.53989883
224770447,386313,62,None,No Injury,Motor vehicle driver,,,2/23/2025,EF70289,-122.3347099,47.53989883
224770448,386313,33,None,No Injury,Motor vehicle driver,,,2/23/2025,EF70289,-122.3347099,47.53989883
224770449,386313,32,,No Injury,Motor vehicle passenger,,,2/23/2025,EF70289,-122.3347099,47.53989883
224770450,386081,,Other/Contributing Circ. Not Listed,Unknown,Motor vehicle driver,,,1/26/2025,EF60615,-122.39289,47.66983146
224770451,386081,,,,Motor vehicle driver,,,1/26/2025,EF60615,-122.39289,47.66983146
224770456,386679,22,None,No Injury,Motor vehicle driver,,,3/25/2025,EF79835,-122.3245018,47.60863016
224770457,386679,27,Other/Contributing Circ. Not Listed,Non Serious Injury (Evident Injury),Pedestrian,Crossing at Intersection Against Signal,Marked Cross Walk,3/25/2025,EF79835,-122.3245018,47.60863016
224770458,386131,19,Unknown Distraction,Non Serious Injury (Evident Injury),Motor vehicle driver,,,5/11/2025,EF90923,-122.3337717,47.60869827
224770459,386131,46,None,No Injury,Motor vehicle driver,,,5/11/2025,EF90923,-122.3337717,47.60869827
224770460,386131,,,Non Serious Injury (Evident Injury),Motor vehicle passenger,,,5/11/2025,EF90923,-122.3337717,47.60869827
224770461,386131,,,No Injury,Motor vehicle passenger,,,5/11/2025,EF90923,-122.3337717,47.60869827
224770462,386131,43,,No Injury,Motor vehicle passenger,,,5/11/2025,EF90923,-122.3337717,47.60869827
224770463,386131,42,,No Injury,Motor vehicle passenger,,,5/11/2025,EF90923,-122.3337717,47.60869827
224770464,386131,45,,No Injury,Motor vehicle passenger,,,5/11/2025,EF90923,-122.3337717,47.60869827
224770467,386170,42,None,No Injury,Motor vehicle driver,,,1/27/2025,EF64792,-122.3119664,47.66399391
224770468,386170,20,Did not Grant Right of Way to Vehicle,Non Serious Injury (Evident Injury),Pedestrian,Crossing -  Non Intersection - No Crosswalk,Roadway,1/27/2025,EF64792,-122.3119664,47.66399391
224770469,386727,24,Did not Grant Right of Way to Vehicle,No Injury,Motor vehicle driver,,,6/2/2025,EF99336,-122.3854729,47.56107752
224770470,386727,44,None,Possible Injury,Motor vehicle driver,,,6/2/2025,EF99336,-122.3854729,47.56107752
224770471,386487,,Other/Contributing Circ. Not Listed,Unknown,Motor vehicle driver,,,1/21/2025,EF77314,-122.3147134,47.58299101
224770472,386487,42,None,No Injury,Motor vehicle driver,,,1/21/2025,EF77314,-122.3147134,47.58299101
224770473,386682,,Other/Contributing Circ. Not Listed,Unknown,Motor vehicle driver,,,5/24/2025,EF99184,-122.2672828,47.53746657
224770474,386682,50,None,No Injury,Motor vehicle driver,,,5/24/2025,EF99184,-122.2672828,47.53746657
224770478,386325,30,Unknown Distraction,No Injury,Motor vehicle driver,,,2/20/2025,EF70344,-122.2911027,47.72677356
224770479,386325,40,None,No Injury,Motor vehicle driver,,,2/20/2025,EF70344,-122.2911027,47.72677356
224770480,386325,7,,No Injury,Motor vehicle passenger,,,2/20/2025,EF70344,-122.2911027,47.72677356
224770481,386325,39,,No Injury,Motor vehicle passenger,,,2/20/2025,EF70344,-122.2911027,47.72677356
224770482,386565,32,Did not Grant Right of Way to Non Motorist,No Injury,Motor vehicle driver,,,5/5/2025,EF95698,-122.3122246,47.70034731
224770483,386565,67,None,Non Serious Injury (Evident Injury),Pedal cycle driver,Riding With Traffic,Roadway,5/5/2025,EF95698,-122.3122246,47.70034731
224770486,386128,44,Unknown Distraction,No Injury,Motor vehicle driver,,,1/24/2025,EF61131,-122.3257109,47.60911064
224770487,386128,44,None,No Injury,Motor vehicle driver,,,1/24/2025,EF61131,-122.3257109,47.60911064
224770490,386779,,Did not Grant Right of Way to Non Motorist,Unknown,Motor vehicle driver,,,5/23/2025,EF99485,-122.3417338,47.6220592
224770491,386779,29,Other/Contributing Circ. Not Listed,Non Serious Injury (Evident Injury),Pedal cycle driver,Crossing or Entering Trafficway,Sidewalk,5/23/2025,EF99485,-122.3417338,47.6220592
224770492,386780,65,Unknown Distraction,Unknown,Motor vehicle driver,,,4/6/2025,EF80572,-122.3893066,47.69058008
224770493,386780,,None,,Motor vehicle driver,,,4/6/2025,EF80572,-122.3893066,47.69058008
224770501,386287,56,Did not Grant Right of Way to Vehicle,No Injury,Motor vehicle driver,,,5/9/2025,EF92439,-122.2875607,47.56176453
224770502,386287,20,None,No Injury,Motor vehicle driver,,,5/9/2025,EF92439,-122.2875607,47.56176453
224770512,386353,26,Unknown Distraction,No Injury,Motor vehicle driver,,,1/16/2025,EF71102,-122.3660166,47.68694204
224770513,386353,51,Unknown Distraction,Possible Injury,Motor vehicle driver,,,1/16/2025,EF71102,-122.3660166,47.68694204
224770514,386353,30,,No Injury,Motor vehicle passenger,,,1/16/2025,EF71102,-122.3660166,47.68694204
224770515,386624,17,,No Injury,Motor vehicle passenger,,,5/28/2025,EF97408,-122.2925085,47.72101318
224770516,386624,,Did not Grant Right of Way to Vehicle,Unknown,Motor vehicle driver,,,5/28/2025,EF97408,-122.2925085,47.72101318
224770517,386624,21,None,Possible Injury,Motor vehicle driver,,,5/28/2025,EF97408,-122.2925085,47.72101318
224770522,386301,34,None,No Injury,Motor vehicle driver,,,5/11/2025,EF92442,-122.2753376,47.52331754
224770523,386301,58,Disregard Traffic Sign or Signal,No Injury,Motor vehicle driver,,,5/11/2025,EF92442,-122.2753376,47.52331754
224770533,387037,54,Under the Influence of Drugs,No Injury,Motor vehicle driver,,,7/19/2025,3889280,-122.2939217,47.71927686
224770547,386341,,Unknown Distraction,Unknown,Motor vehicle driver,,,2/15/2025,EF70846,-122.3230103,47.69004166
224770548,386341,30,None,No Injury,Motor vehicle driver,,,2/15/2025,EF70846,-122.3230103,47.69004166
224770549,385953,28,Unknown Distraction,No Injury,Motor vehicle driver,,,5/4/2025,EF88699,-122.3874673,47.56112786
224770550,385953,41,None,No Injury,Motor vehicle driver,,,5/4/2025,EF88699,-122.3874673,47.56112786
224770551,385953,30,,No Injury,Motor vehicle passenger,,,5/4/2025,EF88699,-122.3874673,47.56112786
224770559,386164,64,Other/Contributing Circ. Not Listed,No Injury,Motor vehicle driver,,,5/2/2025,EF92408,-122.2776789,47.5511817
224770560,386164,72,Other/Contributing Circ. Not Listed,Possible Injury,Motor vehicle driver,,,5/2/2025,EF92408,-122.2776789,47.5511817
224770561,386348,31,Disregard Traffic Sign or Signal,No Injury,Motor vehicle driver,,,2/27/2025,EF72095,-122.4009112,47.65587166
224770562,386348,27,None,No Injury,Motor vehicle driver,,,2/27/2025,EF72095,-122.4009112,47.65587166
224770568,386096,51,None,No Injury,Motor vehicle driver,,,1/18/2025,EF60765,-122.3325645,47.60821719
224770569,386096,,,No Injury,Pedestrian,All Other Actions,Sidewalk,1/18/2025,EF60765,-122.3325645,47.60821719
224770570,386096,30,Other/Contributing Circ. Not Listed,Possible Injury,Pedestrian,All Other Actions,Sidewalk,1/18/2025,EF60765,-122.3325645,47.60821719
224770583,386174,,Unknown Distraction,Unknown,Motor vehicle driver,,,2/10/2025,EF64795,-122.3202672,47.66132157
224770584,386171,35,Overcorrecting/Oversteering,Possible Injury,Motor vehicle driver,,,5/3/2025,EF92409,-122.3338365,47.54529102
224770585,386257,79,Improper Passing,No Injury,Motor vehicle driver,,,1/10/2025,EF68325,-122.3285286,47.70227762
224770586,386257,46,None,No Injury,Motor vehicle driver,,,1/10/2025,EF68325,-122.3285286,47.70227762
224770595,386675,,Improper Turn/Merge,,Motor vehicle driver,,,5/24/2025,EF99179,-122.3290716,47.58720561
224770596,386675,,,,Motor vehicle driver,,,5/24/2025,EF99179,-122.3290716,47.58720561
224770597,386607,51,Improper Backing,No Injury,Motor vehicle driver,,,3/4/2025,EF79753,-122.2714183,47.52282709
224770598,386607,,None,Unknown,Motor vehicle driver,,,3/4/2025,EF79753,-122.2714183,47.52282709
224770599,386607,26,,No Injury,Motor vehicle passenger,,,3/4/2025,EF79753,-122.2714183,47.52282709
224770603,387116,39,Disregard Traffic Sign or Signal,No Injury,Motor vehicle driver,,,7/25/2025,3924512,-122.347636,47.61857683
224770604,387116,25,Disregard Traffic Sign or Signal,No Injury,Motor vehicle driver,,,7/25/2025,3924512,-122.347636,47.61857683
224770610,386745,,Other/Contributing Circ. Not Listed,Unknown,Motor vehicle driver,,,3/20/2025,EF82510,-122.281308,47.53704798
224770611,386745,36,None,No Injury,Motor vehicle driver,,,3/20/2025,EF82510,-122.281308,47.53704798
224770612,386745,51,None,No Injury,Motor vehicle driver,,,3/20/2025,EF82510,-122.281308,47.53704798
224770613,386745,39,,No Injury,Motor vehicle passenger,,,3/20/2025,EF82510,-122.281308,47.53704798
224770618,386687,,Following Too Closely,No Injury,Motor vehicle driver,,,3/10/2025,EF80717,-122.3358955,47.606823
224770619,386687,39,None,No Injury,Motor vehicle driver,,,3/10/2025,EF80717,-122.3358955,47.606823
224770620,386329,,Other/Contributing Circ. Not Listed,,Motor vehicle driver,,,2/17/2025,EF70410,-122.33423,47.55417186
224770621,386329,40,None,Possible Injury,Motor vehicle driver,,,2/17/2025,EF70410,-122.33423,47.55417186
224770622,385962,38,Distracted by Adjusting Vehicle Controls,No Injury,Motor vehicle driver,,,5/3/2025,EF88808,-122.3145447,47.57162986
224770623,385962,45,None,No Injury,Motor vehicle driver,,,5/3/2025,EF88808,-122.3145447,47.57162986
224770624,386292,56,None,No Injury,Motor vehicle driver,,,2/18/2025,EF70358,-122.3295492,47.55527428
224770625,386292,57,Unknown Distraction,Non Serious Injury (Evident Injury),Pedestrian,Standing or Working in Roadway,Roadway,2/18/2025,EF70358,-122.3295492,47.55527428
224770628,386107,27,None,No Injury,Motor vehicle driver,,,1/23/2025,EF60854,-122.2997932,47.57835614
224770629,386107,35,None,No Injury,Motor vehicle driver,,,1/23/2025,EF60854,-122.2997932,47.57835614
224770630,386107,38,,No Injury,Motor vehicle passenger,,,1/23/2025,EF60854,-122.2997932,47.57835614
224770636,385974,30,None,No Injury,Motor vehicle driver,,,1/13/2025,EF57384,-122.3396292,47.61516583
224770637,385974,27,Disregard Traffic Sign or Signal,No Injury,Motor vehicle driver,,,1/13/2025,EF57384,-122.3396292,47.61516583
224770638,386122,64,Improper Passing,No Injury,Motor vehicle driver,,,1/20/2025,EF62123,-122.3742086,47.56408127
224770639,386122,30,None,No Injury,Motor vehicle driver,,,1/20/2025,EF62123,-122.3742086,47.56408127
224770640,386163,31,Other/Contributing Circ. Not Listed,Unknown,Motor vehicle driver,,,1/17/2025,EF64706,-122.3162534,47.61761107
224770641,386163,35,Other/Contributing Circ. Not Listed,No Injury,Pedestrian,From Behind Parked Vehicle,Roadway,1/17/2025,EF64706,-122.3162534,47.61761107
224770642,386306,29,Exceeding Stated Speed Limit,No Injury,Motor vehicle driver,,,2/24/2025,EF70212,-122.3234984,47.73405867
224770643,386306,47,None,No Injury,Motor vehicle driver,,,2/24/2025,EF70212,-122.3234984,47.73405867
224770644,386306,40,None,No Injury,Motor vehicle driver,,,2/24/2025,EF70212,-122.3234984,47.73405867
224770645,386306,20,None,No Injury,Motor vehicle driver,,,2/24/2025,EF70212,-122.3234984,47.73405867
224770646,386228,,Other/Contributing Circ. Not Listed,,Motor vehicle driver,,,2/18/2025,EF67218,-122.3196035,47.64627437
224770647,386228,,None,,Motor vehicle driver,,,2/18/2025,EF67218,-122.3196035,47.64627437
224770658,386095,45,Other/Contributing Circ. Not Listed,No Injury,Motor vehicle driver,,,1/20/2025,EF60764,-122.3295956,47.54926209
224770659,386095,26,Other/Contributing Circ. Not Listed,No Injury,Motor vehicle driver,,,1/20/2025,EF60764,-122.3295956,47.54926209
224770660,386095,14,,No Injury,Motor vehicle passenger,,,1/20/2025,EF60764,-122.3295956,47.54926209
224770661,386095,7,,No Injury,Motor vehicle passenger,,,1/20/2025,EF60764,-122.3295956,47.54926209
224770664,385896,50,Improper Passing,No Injury,Motor vehicle driver,,,4/22/2025,EF89161,-122.342681,47.70505418
224770665,385896,63,None,No Injury,Motor vehicle driver,,,4/22/2025,EF89161,-122.342681,47.70505418
224770671,387086,25,Other Distractions,No Injury,Motor vehicle driver,,,7/12/2025,3907857,-122.3774938,47.56425412
224770672,387086,57,None,No Injury,Motor vehicle driver,,,7/12/2025,3907857,-122.3774938,47.56425412
224770673,387086,58,,No Injury,Motor vehicle passenger,,,7/12/2025,3907857,-122.3774938,47.56425412
224770676,386501,49,Distracted by Adjusting Vehicle Controls,No Injury,Motor vehicle driver,,,2/28/2025,EF75150,-122.2790282,47.52612293
224770677,386501,58,None,Possible Injury,Motor vehicle driver,,,2/28/2025,EF75150,-122.2790282,47.52612293
224770685,386248,26,Unknown Distraction,No Injury,Motor vehicle driver,,,1/22/2025,EF61136,-122.3348071,47.54919627
224770686,386248,61,None,No Injury,Motor vehicle driver,,,1/22/2025,EF61136,-122.3348071,47.54919627
224770692,386281,73,Other/Contributing Circ. Not Listed,Non Serious Injury (Evident Injury),Motor vehicle driver,,,2/11/2025,EF69769,-122.3280934,47.60416691
224770693,386281,25,None,No Injury,Motor vehicle driver,,,2/11/2025,EF69769,-122.3280934,47.60416691
224770694,386754,27,Other/Contributing Circ. Not Listed,No Injury,Motor vehicle driver,,,4/7/2025,EF83473,-122.3022483,47.59928697
224770695,386754,62,Other/Contributing Circ. Not Listed,No Injury,Motor vehicle driver,,,4/7/2025,EF83473,-122.3022483,47.59928697
224770696,386159,52,Following Too Closely,No Injury,Motor vehicle driver,,,5/6/2025,EF91649,-122.2991745,47.57967914
224770697,386159,58,None,No Injury,Motor vehicle driver,,,5/6/2025,EF91649,-122.2991745,47.57967914
224770698,386159,33,None,Unknown,Motor vehicle driver,,,5/6/2025,EF91649,-122.2991745,47.57967914
224770699,386159,48,,Possible Injury,Motor vehicle passenger,,,5/6/2025,EF91649,-122.2991745,47.57967914
224770700,386159,52,,Possible Injury,Motor vehicle passenger,,,5/6/2025,EF91649,-122.2991745,47.57967914
224770701,386701,49,Exceeding Reasonable and Safe Speed,No Injury,Motor vehicle driver,,,4/9/2025,EF81735,-122.3335418,47.53617411
224770702,386701,39,None,No Injury,Motor vehicle driver,,,4/9/2025,EF81735,-122.3335418,47.53617411
224770712,386291,39,Unknown Distraction,No Injury,Motor vehicle driver,,,2/26/2025,EF69782,-122.3604994,47.52400222
224770713,386291,34,None,No Injury,Motor vehicle driver,,,2/26/2025,EF69782,-122.3604994,47.52400222
224770714,386291,23,,No Injury,Motor vehicle passenger,,,2/26/2025,EF69782,-122.3604994,47.52400222
224770715,386291,0,,No Injury,Motor vehicle passenger,,,2/26/2025,EF69782,-122.3604994,47.52400222
224770723,386373,34,Disregard Traffic Sign or Signal,Unknown,Motor vehicle driver,,,2/9/2025,EF72685,-122.281308,47.53704798
